hotel,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adults,children,babies,customer_type,is_canceled,lead_time
City Hotel,2016,March,19,2,0,0,Transient,True,393
City Hotel,2016,March,19,2,0,0,Transient,True,393
City Hotel,2016,March,19,2,0,0,Transient,True,393
City Hotel,2016,March,19,2,0,0,Transient,True,67
City Hotel,2016,March,19,2,0,0,Transient,True,393
City Hotel,2016,March,19,2,0,0,Transient,True,393
City Hotel,2016,March,19,2,0,0,Transient,True,94
City Hotel,2016,March,19,2,0,0,Transient,True,56
City Hotel,2016,March,19,1,0,0,Transient,True,73
City Hotel,2016,March,19,1,0,0,Transient,False,75
City Hotel,2016,March,19,2,0,0,Transient,True,127
City Hotel,2016,March,19,2,0,0,Transient,True,127
City Hotel,2016,March,20,2,2,0,Transient,True,56
City Hotel,2016,March,20,2,0,0,Transient,True,87
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient-Party,False,86
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,False,87
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,False,77
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient-Party,False,86
City Hotel,2016,March,20,2,2,0,Transient,True,65
City Hotel,2016,March,20,2,0,0,Transient,True,60
City Hotel,2016,March,20,2,0,0,Transient,False,74
City Hotel,2016,March,20,2,0,0,Transient,False,90
City Hotel,2016,March,20,2,0,0,Transient,False,76
City Hotel,2016,March,20,3,0,0,Transient,True,53
City Hotel,2016,March,20,2,0,0,Transient,False,88
City Hotel,2016,March,20,3,0,0,Transient,True,65
City Hotel,2016,March,20,2,0,0,Transient,False,105
City Hotel,2016,March,20,2,0,0,Transient,False,105
City Hotel,2016,March,20,2,0,0,Transient,False,83
City Hotel,2016,March,20,1,1,0,Transient,False,78
City Hotel,2016,March,20,2,1,0,Transient,False,78
City Hotel,2016,March,20,2,0,0,Transient,True,90
City Hotel,2016,March,21,2,0,0,Transient-Party,False,75
City Hotel,2016,March,21,2,0,0,Transient-Party,False,75
City Hotel,2016,March,21,2,0,0,Transient-Party,False,79
City Hotel,2016,March,21,2,0,0,Transient,True,79
City Hotel,2016,March,21,2,0,0,Transient,True,57
City Hotel,2016,March,21,2,0,0,Transient-Party,False,79
City Hotel,2016,March,21,3,0,0,Transient,False,83
City Hotel,2016,March,21,2,0,0,Transient,True,51
City Hotel,2016,March,21,2,0,0,Transient,True,58
City Hotel,2016,March,21,2,0,0,Transient,False,91
City Hotel,2016,March,21,2,0,0,Transient,False,76
City Hotel,2016,March,21,2,2,0,Transient,False,78
City Hotel,2016,March,21,2,0,0,Transient,False,89
City Hotel,2016,March,21,2,0,0,Transient,True,103
City Hotel,2016,March,21,2,0,0,Transient,False,89
City Hotel,2016,March,21,2,0,0,Transient,False,89
City Hotel,2016,March,22,2,0,0,Transient,False,105
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,3,0,0,Transient,True,55
City Hotel,2016,March,22,3,0,0,Transient,True,52
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,55
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,1,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,251
City Hotel,2016,March,22,2,0,0,Transient,True,64
City Hotel,2016,March,22,2,0,0,Transient,False,77
City Hotel,2016,March,22,2,0,0,Transient-Party,False,77
City Hotel,2016,March,22,2,2,0,Transient-Party,False,77
City Hotel,2016,March,22,2,0,0,Transient,True,77
City Hotel,2016,March,23,2,0,0,Transient-Party,False,99
City Hotel,2016,March,23,2,0,0,Transient-Party,False,99
City Hotel,2016,March,23,2,0,0,Transient,True,61
City Hotel,2016,March,23,2,0,0,Transient,False,95
City Hotel,2016,March,23,2,0,0,Transient,False,95
City Hotel,2016,March,23,2,0,0,Transient,True,103
City Hotel,2016,March,23,1,0,0,Transient,False,95
City Hotel,2016,March,23,2,0,0,Transient,True,86
City Hotel,2016,March,23,2,0,0,Transient,False,97
City Hotel,2016,March,23,2,2,0,Transient,False,82
City Hotel,2016,March,23,2,0,0,Transient,False,88
City Hotel,2016,March,23,2,0,0,Transient,True,77
City Hotel,2016,March,23,2,0,0,Transient,True,81
City Hotel,2016,March,23,2,0,0,Transient-Party,False,108
City Hotel,2016,March,23,0,2,0,Transient-Party,False,107
City Hotel,2016,March,23,2,0,0,Transient,False,81
City Hotel,2016,March,24,2,1,0,Transient,True,50
City Hotel,2016,March,24,2,0,0,Transient,True,58
City Hotel,2016,March,24,2,0,0,Transient,True,76
City Hotel,2016,March,24,2,0,0,Transient-Party,False,99
City Hotel,2016,March,24,2,0,0,Transient-Party,False,99
City Hotel,2016,March,24,2,0,0,Transient,False,78
City Hotel,2016,March,24,2,0,0,Transient,True,74
City Hotel,2016,March,24,2,0,0,Transient-Party,False,99
City Hotel,2016,March,24,2,0,0,Transient,True,106
City Hotel,2016,March,24,2,0,0,Transient,True,87
City Hotel,2016,March,24,2,0,0,Transient,False,78
City Hotel,2016,March,24,2,0,0,Transient,True,87
City Hotel,2016,March,24,2,0,0,Transient,False,87
City Hotel,2016,March,24,2,0,0,Transient,True,79
City Hotel,2016,March,24,2,0,0,Transient-Party,False,84
City Hotel,2016,March,24,1,0,0,Transient-Party,False,96
City Hotel,2016,March,24,2,0,0,Contract,True,157
City Hotel,2016,March,24,2,0,0,Transient,True,79
City Hotel,2016,March,24,2,0,0,Transient,False,97
City Hotel,2016,March,24,2,0,0,Transient-Party,False,96
City Hotel,2016,March,24,2,0,0,Transient,True,79
City Hotel,2016,March,24,2,0,0,Transient,False,97
City Hotel,2016,March,24,2,0,0,Transient,True,81
City Hotel,2016,March,24,2,0,0,Transient,False,83
City Hotel,2016,March,24,2,0,0,Transient-Party,False,108
City Hotel,2016,March,24,2,2,0,Transient-Party,True,85
City Hotel,2016,March,24,2,0,0,Transient-Party,True,85
City Hotel,2016,March,24,0,2,0,Transient-Party,False,108
City Hotel,2016,March,24,2,2,0,Transient-Party,True,85
City Hotel,2016,March,24,2,0,0,Transient,False,106
City Hotel,2016,March,24,2,0,0,Transient,True,83
City Hotel,2016,March,24,2,0,0,Transient-Party,False,84
City Hotel,2016,March,24,2,0,0,Transient,True,82
City Hotel,2016,March,24,2,0,0,Transient,False,82
City Hotel,2016,March,25,2,0,0,Transient-Party,False,80
City Hotel,2016,March,25,2,0,0,Transient,True,76
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,False,94
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,87
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,3,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient-Party,False,90
City Hotel,2016,March,25,2,0,0,Transient,False,86
City Hotel,2016,March,25,2,0,0,Transient,True,80
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,83
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,3,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,89
City Hotel,2016,March,25,2,0,0,Transient,True,100
City Hotel,2016,March,25,2,2,0,Transient,True,83
City Hotel,2016,March,25,2,2,0,Transient,True,82
City Hotel,2016,March,25,2,0,0,Transient,True,174
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient-Party,False,80
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,136
City Hotel,2016,March,25,2,0,0,Transient,True,93
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient-Party,False,90
City Hotel,2016,March,25,2,0,0,Transient,False,83
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,False,80
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,3,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,1,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,3,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,161
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,True,78
City Hotel,2016,March,25,2,0,0,Transient,False,89
City Hotel,2016,March,25,2,0,0,Transient,True,80
City Hotel,2016,March,25,2,0,0,Transient,True,116
City Hotel,2016,March,25,2,0,0,Transient,False,90
City Hotel,2016,March,25,2,0,0,Transient,True,116
City Hotel,2016,March,25,2,0,0,Transient-Party,True,81
City Hotel,2016,March,25,2,0,0,Transient-Party,True,81
City Hotel,2016,March,25,2,0,0,Transient,True,81
City Hotel,2016,March,25,2,0,0,Transient-Party,True,81
City Hotel,2016,March,25,2,0,0,Transient-Party,True,81
City Hotel,2016,March,25,2,0,0,Transient-Party,True,81
City Hotel,2016,March,25,2,0,0,Transient-Party,True,81
City Hotel,2016,March,25,2,0,0,Transient,True,80
City Hotel,2016,March,25,3,0,0,Transient,True,80
City Hotel,2016,March,25,2,0,0,Transient-Party,True,81
City Hotel,2016,March,25,1,0,0,Transient,True,78
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,1,0,0,Transient,False,79
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,True,72
City Hotel,2016,March,26,2,0,0,Transient,False,100
City Hotel,2016,March,26,3,0,0,Transient,True,67
City Hotel,2016,March,26,2,0,0,Transient-Party,True,67
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient-Party,True,67
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,1,0,0,Transient,True,67
City Hotel,2016,March,26,3,0,0,Transient,True,67
City Hotel,2016,March,26,2,0,0,Transient,True,67
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,92
City Hotel,2016,March,26,2,0,0,Transient,True,81
City Hotel,2016,March,26,2,0,0,Transient,True,76
City Hotel,2016,March,26,2,0,0,Transient,False,86
City Hotel,2016,March,26,2,0,0,Transient,True,77
City Hotel,2016,March,27,2,0,0,Transient,False,81
City Hotel,2016,March,27,2,0,0,Transient-Party,True,122
City Hotel,2016,March,27,2,0,0,Transient,True,84
City Hotel,2016,March,27,2,0,0,Transient,True,109
City Hotel,2016,March,27,2,0,0,Transient,True,125
City Hotel,2016,March,27,2,2,0,Transient,True,73
City Hotel,2016,March,27,1,0,0,Transient,True,120
City Hotel,2016,March,27,2,0,0,Transient,True,120
City Hotel,2016,March,27,2,0,0,Transient,False,82
City Hotel,2016,March,27,2,0,0,Transient,True,70
City Hotel,2016,March,28,3,0,0,Transient,False,95
City Hotel,2016,March,28,3,0,0,Transient,True,58
City Hotel,2016,March,28,2,0,0,Transient,True,54
City Hotel,2016,March,28,2,0,0,Transient,True,63
City Hotel,2016,March,28,2,0,0,Transient,True,63
City Hotel,2016,March,28,2,0,0,Transient,True,63
City Hotel,2016,March,28,2,0,0,Transient,False,85
City Hotel,2016,March,28,2,0,0,Transient,True,52
City Hotel,2016,March,28,3,0,0,Transient,True,64
City Hotel,2016,March,28,2,1,0,Transient,True,50
City Hotel,2016,March,28,2,1,0,Transient,True,50
City Hotel,2016,March,28,2,0,0,Transient,True,50
City Hotel,2016,March,28,2,0,0,Transient,True,79
City Hotel,2016,March,28,2,0,0,Transient,False,84
City Hotel,2016,March,28,2,0,0,Transient,True,58
City Hotel,2016,March,28,2,0,0,Transient-Party,False,85
City Hotel,2016,March,28,2,0,0,Transient,True,56
City Hotel,2016,March,28,2,0,0,Transient-Party,False,85
City Hotel,2016,March,28,2,0,0,Contract,True,182
City Hotel,2016,March,29,2,0,0,Transient,True,50
City Hotel,2016,March,29,2,0,0,Transient,True,51
City Hotel,2016,March,29,3,0,0,Transient,True,60
City Hotel,2016,March,29,3,0,0,Transient,True,56
City Hotel,2016,March,29,2,0,0,Transient,False,84
City Hotel,2016,March,29,2,0,0,Transient,False,82
City Hotel,2016,March,29,2,0,0,Transient,False,86
City Hotel,2016,March,29,3,0,0,Transient,True,57
City Hotel,2016,March,29,2,0,0,Transient-Party,False,85
City Hotel,2016,March,29,2,0,0,Transient,False,113
City Hotel,2016,March,29,2,0,0,Transient-Party,False,85
City Hotel,2016,March,29,2,0,0,Transient,False,85
City Hotel,2016,March,29,2,0,0,Transient,False,113
City Hotel,2016,March,29,1,0,0,Transient,True,74
City Hotel,2016,March,29,2,0,0,Transient,True,53
City Hotel,2016,March,29,2,0,0,Transient,False,84
City Hotel,2016,March,29,1,0,0,Transient,True,68
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient,True,112
City Hotel,2016,March,30,2,0,0,Transient-Party,True,123
City Hotel,2016,March,30,2,0,0,Transient,True,123
City Hotel,2016,March,30,0,2,0,Transient-Party,True,123
City Hotel,2016,March,30,2,0,0,Transient,True,108
City Hotel,2016,March,30,2,0,0,Transient,False,89
City Hotel,2016,March,30,3,0,0,Transient,True,61
City Hotel,2016,March,30,2,2,0,Transient,True,58
City Hotel,2016,March,30,3,0,0,Transient,False,92
City Hotel,2016,March,30,2,0,0,Transient,True,69
City Hotel,2016,March,30,2,0,0,Transient,True,75
City Hotel,2016,March,30,2,0,0,Transient,True,57
City Hotel,2016,March,30,3,0,0,Transient,False,92
City Hotel,2016,March,30,2,0,0,Transient,True,57
City Hotel,2016,March,30,2,0,0,Transient,False,87
City Hotel,2016,March,30,2,0,0,Transient,True,74
City Hotel,2016,March,30,2,0,0,Transient,True,79
City Hotel,2016,March,30,2,0,0,Transient,False,88
City Hotel,2016,March,30,2,0,0,Transient,True,80
City Hotel,2016,March,31,1,0,0,Transient,True,267
City Hotel,2016,March,31,1,0,0,Transient,True,267
City Hotel,2016,March,31,3,0,0,Transient,True,55
City Hotel,2016,March,31,2,0,0,Transient,False,88
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Transient,True,267
City Hotel,2016,March,31,2,0,0,Contract,True,173
City Hotel,2016,March,31,3,0,0,Transient-Party,True,58
City Hotel,2016,March,31,2,0,0,Transient,True,76
City Hotel,2016,March,31,0,2,0,Transient-Party,False,113
City Hotel,2016,March,31,2,0,0,Contract,True,173
City Hotel,2016,March,31,2,1,0,Transient,True,60
City Hotel,2016,March,31,2,0,0,Transient,False,90
City Hotel,2016,March,31,2,0,0,Contract,True,173
City Hotel,2016,March,31,2,0,0,Transient,True,58
City Hotel,2016,March,31,2,0,0,Transient-Party,False,113
City Hotel,2016,March,31,2,0,0,Transient,True,77
City Hotel,2016,March,31,2,0,0,Transient,True,65
City Hotel,2016,March,31,2,0,0,Transient-Party,True,50
City Hotel,2016,March,31,2,0,0,Transient-Party,False,86
City Hotel,2016,March,31,2,0,0,Transient-Party,False,86
City Hotel,2016,March,31,2,0,0,Transient-Party,True,50
City Hotel,2016,March,31,2,0,0,Transient-Party,False,86
City Hotel,2016,March,31,2,0,0,Transient-Party,False,86
City Hotel,2016,March,31,2,0,0,Transient,True,92
City Hotel,2016,March,31,2,0,0,Transient,False,88
City Hotel,2016,April,1,1,0,0,Transient-Party,False,85
City Hotel,2016,April,1,2,0,0,Transient,True,93
City Hotel,2016,April,1,2,0,0,Transient,True,65
City Hotel,2016,April,1,2,2,0,Transient,True,83
City Hotel,2016,April,1,1,0,0,Transient-Party,False,85
City Hotel,2016,April,1,2,0,0,Transient,True,71
City Hotel,2016,April,1,2,0,0,Transient,True,82
City Hotel,2016,April,1,2,0,0,Transient,False,89
City Hotel,2016,April,1,2,0,0,Transient,False,90
City Hotel,2016,April,1,2,0,0,Transient,True,60
City Hotel,2016,April,1,2,0,0,Transient-Party,True,57
City Hotel,2016,April,1,2,0,0,Transient,True,77
City Hotel,2016,April,1,1,0,0,Transient,True,84
City Hotel,2016,April,1,2,0,0,Transient,True,60
City Hotel,2016,April,1,2,1,0,Transient-Party,True,57
City Hotel,2016,April,1,2,1,0,Transient,False,91
City Hotel,2016,April,1,2,0,0,Transient,False,91
City Hotel,2016,April,1,2,0,0,Transient,False,93
City Hotel,2016,April,1,2,0,0,Transient,True,68
City Hotel,2016,April,1,3,0,0,Transient,True,68
City Hotel,2016,April,1,2,0,0,Transient,True,75
City Hotel,2016,April,1,2,0,0,Transient,True,50
City Hotel,2016,April,1,0,1,0,Transient,False,109
City Hotel,2016,April,1,2,0,0,Transient,False,111
City Hotel,2016,April,1,1,0,0,Transient,True,64
City Hotel,2016,April,2,2,0,0,Transient,True,53
City Hotel,2016,April,2,2,0,0,Transient,True,53
City Hotel,2016,April,2,2,0,0,Transient,True,50
City Hotel,2016,April,2,2,0,0,Transient,False,97
City Hotel,2016,April,2,2,0,0,Transient,True,53
City Hotel,2016,April,2,2,0,0,Transient,True,79
City Hotel,2016,April,2,1,0,0,Transient,True,66
City Hotel,2016,April,2,2,0,0,Transient,True,79
City Hotel,2016,April,2,2,0,0,Transient,True,57
City Hotel,2016,April,2,1,0,0,Transient,True,66
City Hotel,2016,April,2,2,0,0,Transient,True,88
City Hotel,2016,April,2,2,0,0,Transient,False,102
City Hotel,2016,April,2,1,0,0,Transient,True,66
City Hotel,2016,April,2,2,0,0,Transient,True,70
City Hotel,2016,April,2,2,0,0,Transient,True,86
City Hotel,2016,April,2,1,0,0,Transient,True,66
City Hotel,2016,April,2,2,0,0,Transient,False,86
City Hotel,2016,April,2,2,0,0,Transient,False,92
City Hotel,2016,April,2,2,0,0,Transient,True,69
City Hotel,2016,April,2,2,0,0,Transient,False,88
City Hotel,2016,April,2,2,0,0,Transient,False,91
City Hotel,2016,April,2,3,0,0,Transient,True,62
City Hotel,2016,April,2,2,0,0,Transient,True,104
City Hotel,2016,April,2,2,0,0,Transient,True,102
City Hotel,2016,April,2,2,0,0,Transient,True,91
City Hotel,2016,April,2,2,0,0,Transient,False,99
City Hotel,2016,April,2,2,0,0,Transient,False,109
City Hotel,2016,April,2,2,0,0,Transient,False,108
City Hotel,2016,April,3,2,0,0,Transient,True,89
City Hotel,2016,April,3,2,0,0,Transient,True,50
City Hotel,2016,April,3,1,0,0,Transient,True,76
City Hotel,2016,April,3,1,0,0,Transient,True,80
City Hotel,2016,April,3,2,0,0,Transient,True,118
City Hotel,2016,April,3,1,0,0,Transient,True,72
City Hotel,2016,April,3,2,0,0,Transient,True,88
City Hotel,2016,April,3,2,2,0,Transient,True,73
City Hotel,2016,April,3,2,0,0,Transient,True,73
City Hotel,2016,April,3,3,0,0,Transient,True,67
City Hotel,2016,April,3,1,0,0,Transient,True,72
City Hotel,2016,April,3,2,0,0,Transient,True,73
City Hotel,2016,April,3,2,0,0,Transient,True,67
City Hotel,2016,April,3,2,0,0,Transient,True,72
City Hotel,2016,April,3,2,0,0,Transient,True,73
City Hotel,2016,April,3,2,0,0,Transient,True,118
City Hotel,2016,April,3,2,0,0,Transient,False,95
City Hotel,2016,April,3,1,0,0,Transient,True,73
City Hotel,2016,April,3,2,0,0,Transient-Party,True,87
City Hotel,2016,April,3,2,0,0,Transient,False,104
City Hotel,2016,April,3,2,0,0,Transient,False,91
City Hotel,2016,April,3,2,2,0,Transient,False,88
City Hotel,2016,April,3,2,0,0,Transient-Party,True,87
